“Country”,“Year”,“Age”,“Sex”,“N_of_people_convicted”,“Mid_year_population_estimate”
"SCO",1999,24,Male,2200,30113
"SCO",1999,25,Male,2150,30516
"SCO",1999,26,Male,2100,32434
"SCO",1999,27,Male,2050,34058
"SCO",1999,28,Male,2000,36085
"SCO",1999,29,Male,1950,35866
"SCO",1999,30,Male,1900,37366
"SCO",1999,31,Male,1850,38068
"SCO",1999,32,Male,1800,39363
"SCO",1999,33,Male,1750,38090
"SCO",1999,34,Male,1700,39774
"SCO",1999,35,Male,1650,39369
"SCO",1999,36,Male,1600,39222
"SCO",1999,37,Male,1550,39253
"SCO",1999,38,Male,1500,38471
"SCO",1999,39,Male,1450,37785
"SCO",1999,40,Male,1400,37209
"SCO",1999,41,Male,1350,36386
"SCO",1999,42,Male,1300,35579
"SCO",1999,43,Male,1250,35177
"SCO",1999,44,Male,1200,33728
"SCO",1999,45,Male,1150,33633
"SCO",1999,46,Male,1100,33032
"SCO",1999,47,Male,1050,31972
"SCO",1999,48,Male,1049,32814
"SCO",1999,49,Male,1048,33341
"SCO",1999,50,Male,1047,34452
"SCO",1999,51,Male,1046,35629
"SCO",1999,52,Male,1045,38724
"SCO",1999,53,Male,1044,30051
"SCO",1999,54,Male,1043,28706
"SCO",1999,55,Male,1042,29679
"SCO",1999,56,Male,1041,28655
"SCO",1999,57,Male,1040,26702
"SCO",1999,58,Male,1039,25148
"SCO",1999,59,Male,1038,26095
"SCO",1999,60,Male,1037,25911
"SCO",1999,61,Male,1036,25851
"SCO",1999,62,Male,1035,24731
"SCO",1999,63,Male,1034,24473
"SCO",1999,64,Male,1033,23724
"SCO",1999,65,Male,1032,22881
"SCO",1999,66,Male,1031,22048
"SCO",1999,67,Male,1030,22059
"SCO",1999,68,Male,1029,21432
"SCO",1999,69,Male,1028,20522
"SCO",1999,70,Male,1027,19765
"SCO",1999,71,Male,1026,18391
"SCO",1999,72,Male,1025,17665
"SCO",1999,73,Male,1024,17380
"SCO",1999,74,Male,1023,15939
"SCO",1999,75,Male,1022,15018
"SCO",1999,76,Male,1021,13526
"SCO",1999,77,Male,1020,13510
"SCO",1999,78,Male,1019,12603
"SCO",1999,79,Male,1018,12046
"SCO",1999,80,Male,1017,7590
"SCO",1999,81,Male,1016,6457
"SCO",1999,82,Male,1015,6306
"SCO",1999,83,Male,1014,5771
"SCO",1999,84,Male,1013,5433
"SCO",1999,85,Male,1012,4670
"SCO",1999,86,Male,1011,3951
"SCO",1999,87,Male,1010,3178
"SCO",1999,88,Male,1009,2568
"SCO",1999,89,Male,1008,2112
"SCO",1999,90 & over,Male,1007,5524
"SCO",2000,16,Male,2100,31446
"SCO",2000,17,Male,2200,31020
"SCO",2000,18,Male,2300,31210
"SCO",2000,19,Male,2400,33888
"SCO",2000,20,Male,2500,33788
"SCO",2000,21,Male,2450,32554
"SCO",2000,22,Male,2400,29510
"SCO",2000,23,Male,2350,28394
"SCO",2000,24,Male,2300,29734
"SCO",2000,25,Male,2250,29327
"SCO",2000,26,Male,2200,29822
"SCO",2000,27,Male,2150,31970
"SCO",2000,28,Male,2100,33555
"SCO",2000,29,Male,2050,35650
"SCO",2000,30,Male,2000,35482
"SCO",2000,31,Male,1950,37070
"SCO",2000,32,Male,1900,37713
"SCO",2000,33,Male,1850,38992
"SCO",2000,34,Male,1800,37886
"SCO",2000,35,Male,1750,39611
"SCO",2000,36,Male,1700,39184
"SCO",2000,37,Male,1650,39098
"SCO",2000,38,Male,1600,39138
"SCO",2000,39,Male,1550,38296
"SCO",2000,40,Male,1500,37638
"SCO",2000,41,Male,1450,37030
"SCO",2000,42,Male,1400,36315
"SCO",2000,43,Male,1350,35528
"SCO",2000,44,Male,1300,35164
"SCO",2000,45,Male,1250,33701
"SCO",2000,46,Male,1200,33553
"SCO",2000,47,Male,1150,33004
"SCO",2000,48,Male,1149,31896
"SCO",2000,49,Male,1148,32735
"SCO",2000,50,Male,1147,33267
"SCO",2000,51,Male,1146,34357
"SCO",2000,52,Male,1145,35518
"SCO",2000,53,Male,1144,38512
"SCO",2000,54,Male,1143,29925
"SCO",2000,55,Male,1142,28594
"SCO",2000,56,Male,1141,29392
"SCO",2000,57,Male,1140,28445
"SCO",2000,58,Male,1139,26426
"SCO",2000,59,Male,1138,24915
"SCO",2000,60,Male,1137,25812
"SCO",2000,61,Male,1136,25581
"SCO",2000,62,Male,1135,25534
"SCO",2000,63,Male,1134,24342
"SCO",2000,64,Male,1133,24061
"SCO",2000,65,Male,1132,23323
"SCO",2000,66,Male,1131,22360
"SCO",2000,67,Male,1130,21538
"SCO",2000,68,Male,1129,21432
"SCO",2000,69,Male,1128,20755
"SCO",2000,70,Male,1127,19787
"SCO",2000,71,Male,1126,19029
"SCO",2000,72,Male,1125,17598
"SCO",2000,73,Male,1124,16814
"SCO",2000,74,Male,1123,16428
"SCO",2000,75,Male,1122,15033
"SCO",2000,76,Male,1121,14126
"SCO",2000,77,Male,1120,12594
"SCO",2000,78,Male,1119,12428
"SCO",2000,79,Male,1118,11650
"SCO",2000,80,Male,1117,11046
"SCO",2000,81,Male,1116,6870
"SCO",2000,82,Male,1115,5769
"SCO",2000,83,Male,1114,5588
"SCO",2000,84,Male,1113,5021
"SCO",2000,85,Male,1112,4726
"SCO",2000,86,Male,1111,4000
"SCO",2000,87,Male,1110,3316
"SCO",2000,88,Male,1109,2568
"SCO",2000,89,Male,1108,2086
"SCO",2000,90 & over,Male,1107,5944
"SCO",2001,16,Male,2200,33268
"SCO",2001,17,Male,2300,31514
"SCO",2001,18,Male,2400,30950
"SCO",2001,19,Male,2500,31984
"SCO",2001,20,Male,2600,34395
"SCO",2001,21,Male,2550,34058
"SCO",2001,22,Male,2500,32430
"SCO",2001,23,Male,2450,29015
"SCO",2001,24,Male,2400,27811
"SCO",2001,25,Male,2350,29307
"SCO",2001,26,Male,2300,28969
"SCO",2001,27,Male,2250,29749
"SCO",2001,28,Male,2200,31758
"SCO",2001,29,Male,2150,33338
"SCO",2001,30,Male,2100,35438
"SCO",2001,31,Male,2050,35372
"SCO",2001,32,Male,2000,36882
"SCO",2001,33,Male,1950,37511
"SCO",2001,34,Male,1900,38979
"SCO",2001,35,Male,1850,37826
"SCO",2001,36,Male,1800,39511
"SCO",2001,37,Male,1750,39122
"SCO",2001,38,Male,1700,39110
"SCO",2001,39,Male,1650,39121
"SCO",2001,40,Male,1600,38174
"SCO",2001,41,Male,1550,37491
"SCO",2001,42,Male,1500,36990
"SCO",2001,43,Male,1450,36308
"SCO",2001,44,Male,1400,35595
"SCO",2001,45,Male,1350,35049
"SCO",2001,46,Male,1300,33712
"SCO",2001,47,Male,1250,33537
"SCO",2001,48,Male,1249,33003
"SCO",2001,49,Male,1248,31924
"SCO",2001,50,Male,1247,32664
"SCO",2001,51,Male,1246,33168
"SCO",2001,52,Male,1245,34264
"SCO",2001,53,Male,1244,35413
"SCO",2001,54,Male,1243,38429
"SCO",2001,55,Male,1242,29821
"SCO",2001,56,Male,1241,28429
"SCO",2001,57,Male,1240,29258
"SCO",2001,58,Male,1239,28241
"SCO",2001,59,Male,1238,26230
"SCO",2001,60,Male,1237,24634
"SCO",2001,61,Male,1236,25596
"SCO",2001,62,Male,1235,25280
"SCO",2001,63,Male,1234,25136
"SCO",2001,64,Male,1233,23976
"SCO",2001,65,Male,1232,23651
"SCO",2001,66,Male,1231,22881
"SCO",2001,67,Male,1230,21881
"SCO",2001,68,Male,1229,21010
"SCO",2001,69,Male,1228,20832
"SCO",2001,70,Male,1227,20080
"SCO",2001,71,Male,1226,19104
"SCO",2001,72,Male,1225,18246
"SCO",2001,73,Male,1224,16801
"SCO",2001,74,Male,1223,16009
"SCO",2001,75,Male,1222,15621
"SCO",2001,76,Male,1221,14176
"SCO",2001,77,Male,1220,13250
"SCO",2001,78,Male,1219,11694
"SCO",2001,79,Male,1218,11453
"SCO",2001,80,Male,1217,10662
"SCO",2001,81,Male,1216,10060
"SCO",2001,82,Male,1215,6242
"SCO",2001,83,Male,1214,5104
"SCO",2001,84,Male,1213,4905
"SCO",2001,85,Male,1212,4334
"SCO",2001,86,Male,1211,4077
"SCO",2001,87,Male,1210,3381
"SCO",2001,88,Male,1209,2778
"SCO",2001,89,Male,1208,2111
"SCO",2001,90 & over,Male,1207,6367
"SCO",2002,16,Male,1000,33204
"SCO",2002,17,Male,1100,32872
"SCO",2002,18,Male,1200,31093
"SCO",2002,19,Male,1300,31522
"SCO",2002,20,Male,1400,32389
"SCO",2002,21,Male,1350,34407
"SCO",2002,22,Male,1300,33998
"SCO",2002,23,Male,1250,32056
"SCO",2002,24,Male,1200,28731
"SCO",2002,25,Male,1150,27889
"SCO",2002,26,Male,1100,29243
"SCO",2002,27,Male,1050,29063
"SCO",2002,28,Male,1000,29782
"SCO",2002,29,Male,950,31702
"SCO",2002,30,Male,900,33322
"SCO",2002,31,Male,850,35345
"SCO",2002,32,Male,800,35299
"SCO",2002,33,Male,750,36749
"SCO",2002,34,Male,700,37253
"SCO",2002,35,Male,650,38767
"SCO",2002,36,Male,600,37754
"SCO",2002,37,Male,550,39424
"SCO",2002,38,Male,500,38998
"SCO",2002,39,Male,450,39035
"SCO",2002,40,Male,400,39230
"SCO",2002,41,Male,350,38287
"SCO",2002,42,Male,300,37531
"SCO",2002,43,Male,250,37064
"SCO",2002,44,Male,200,36280
"SCO",2002,45,Male,150,35591
"SCO",2002,46,Male,100,35008
"SCO",2002,47,Male,50,33655
"SCO",2002,48,Male,49,33540
"SCO",2002,49,Male,48,32949
"SCO",2002,50,Male,47,31866
"SCO",2002,51,Male,46,32618
"SCO",2002,52,Male,45,33063
"SCO",2002,53,Male,44,34176
"SCO",2002,54,Male,43,35257
"SCO",2002,55,Male,42,38258
"SCO",2002,56,Male,41,29629
"SCO",2002,57,Male,40,28252
"SCO",2002,58,Male,39,29062
"SCO",2002,59,Male,38,27954
"SCO",2002,60,Male,37,25977
"SCO",2002,61,Male,36,24335
"SCO",2002,62,Male,35,25226
"SCO",2002,63,Male,34,24912
"SCO",2002,64,Male,33,24696
"SCO",2002,65,Male,32,23561
"SCO",2002,66,Male,31,23137
"SCO",2002,67,Male,30,22340
"SCO",2002,68,Male,29,21335
"SCO",2002,69,Male,28,20433
"SCO",2002,70,Male,27,20189
"SCO",2002,71,Male,26,19385
"SCO",2002,72,Male,25,18367
"SCO",2002,73,Male,24,17444
"SCO",2002,74,Male,23,15945
"SCO",2002,75,Male,22,15152
"SCO",2002,76,Male,21,14726
"SCO",2002,77,Male,20,13258
"SCO",2002,78,Male,19,12361
"SCO",2002,79,Male,18,10787
"SCO",2002,80,Male,17,10496
"SCO",2002,81,Male,16,10120
"SCO",2002,82,Male,15,9245
"SCO",2002,83,Male,14,5604
"SCO",2002,84,Male,13,4679
"SCO",2002,85,Male,12,4449
"SCO",2002,86,Male,11,3810
"SCO",2002,87,Male,10,3497
"SCO",2002,88,Male,9,2834
"SCO",2002,89,Male,8,2303
"SCO",2002,90 & over,Male,7,5536
"SCO",2003,16,Male,1100,32735
"SCO",2003,17,Male,1200,32888
"SCO",2003,18,Male,1300,32447
"SCO",2003,19,Male,1400,31634
"SCO",2003,20,Male,1500,31979
"SCO",2003,21,Male,1450,32708
"SCO",2003,22,Male,1400,34407
"SCO",2003,23,Male,1350,33461
"SCO",2003,24,Male,1300,31654
"SCO",2003,25,Male,1250,28496
"SCO",2003,26,Male,1200,27604
"SCO",2003,27,Male,1150,29234
"SCO",2003,28,Male,1100,29009
"SCO",2003,29,Male,1050,29722
"SCO",2003,30,Male,1000,31726
"SCO",2003,31,Male,950,33421
"SCO",2003,32,Male,900,35322
"SCO",2003,33,Male,850,35334
"SCO",2003,34,Male,800,36793
"SCO",2003,35,Male,750,37379
"SCO",2003,36,Male,700,38850
"SCO",2003,37,Male,650,37892
"SCO",2003,38,Male,600,39631
"SCO",2003,39,Male,550,39144
"SCO",2003,40,Male,500,39173
"SCO",2003,41,Male,450,39259
"SCO",2003,42,Male,400,38236
"SCO",2003,43,Male,350,37532
"SCO",2003,44,Male,300,37055
"SCO",2003,45,Male,250,36251
"SCO",2003,46,Male,200,35542
"SCO",2003,47,Male,150,34981
"SCO",2003,48,Male,149,33537
"SCO",2003,49,Male,148,33412
"SCO",2003,50,Male,147,32855
"SCO",2003,51,Male,146,31743
"SCO",2003,52,Male,145,32468
"SCO",2003,53,Male,144,32921
"SCO",2003,54,Male,143,34055
"SCO",2003,55,Male,142,35117
"SCO",2003,56,Male,141,38071
"SCO",2003,57,Male,140,29491
"SCO",2003,58,Male,139,28024
"SCO",2003,59,Male,138,28868
"SCO",2003,60,Male,137,27667
"SCO",2003,61,Male,136,25671
"SCO",2003,62,Male,135,24017
"SCO",2003,63,Male,134,24825
"SCO",2003,64,Male,133,24522
"SCO",2003,65,Male,132,24246
"SCO",2003,66,Male,131,23086
"SCO",2003,67,Male,130,22604
"SCO",2003,68,Male,129,21829
"SCO",2003,69,Male,128,20714
"SCO",2003,70,Male,127,19836
"SCO",2003,71,Male,126,19549
"SCO",2003,72,Male,125,18649
"SCO",2003,73,Male,124,17594
"SCO",2003,74,Male,123,16592
"SCO",2003,75,Male,122,15066
"SCO",2003,76,Male,121,14307
"SCO",2003,77,Male,120,13774
"SCO",2003,78,Male,119,12378
"SCO",2003,79,Male,118,11454
"SCO",2003,80,Male,117,9843
"SCO",2003,81,Male,116,9515
"SCO",2003,82,Male,115,9138
"SCO",2003,83,Male,114,8238
"SCO",2003,84,Male,113,4934
"SCO",2003,85,Male,112,4048
"SCO",2003,86,Male,111,3834
"SCO",2003,87,Male,110,3216
"SCO",2003,88,Male,109,2930
"SCO",2003,89,Male,108,2312
"SCO",2003,90 & over,Male,107,5838
"SCO",2004,16,Male,1200,33269
"SCO",2004,17,Male,1300,32435
"SCO",2004,18,Male,1400,32613
"SCO",2004,19,Male,1500,33102
"SCO",2004,20,Male,1600,32073
"SCO",2004,21,Male,1550,32334
"SCO",2004,22,Male,1500,32703
"SCO",2004,23,Male,1450,34013
"SCO",2004,24,Male,1400,33185
"SCO",2004,25,Male,1350,31379
"SCO",2004,26,Male,1300,28277
"SCO",2004,27,Male,1250,27603
"SCO",2004,28,Male,1200,29152
"SCO",2004,29,Male,1150,29108
"SCO",2004,30,Male,1100,29849
"SCO",2004,31,Male,1050,31819
"SCO",2004,32,Male,1000,33669
"SCO",2004,33,Male,950,35412
"SCO",2004,34,Male,900,35376
"SCO",2004,35,Male,850,36961
"SCO",2004,36,Male,800,37595
"SCO",2004,37,Male,750,38985
"SCO",2004,38,Male,700,38129
"SCO",2004,39,Male,650,39790
"SCO",2004,40,Male,600,39326
"SCO",2004,41,Male,550,39316
"SCO",2004,42,Male,500,39349
"SCO",2004,43,Male,450,38308
"SCO",2004,44,Male,400,37545
"SCO",2004,45,Male,350,37039
"SCO",2004,46,Male,300,36190
"SCO",2004,47,Male,250,35539
"SCO",2004,48,Male,249,34986
"SCO",2004,49,Male,248,33511
"SCO",2004,50,Male,247,33379
"SCO",2004,51,Male,246,32816
"SCO",2004,52,Male,245,31692
"SCO",2004,53,Male,244,32418
"SCO",2004,54,Male,243,32864
"SCO",2004,55,Male,242,33898
"SCO",2004,56,Male,241,35018
"SCO",2004,57,Male,240,37939
"SCO",2004,58,Male,239,29313
"SCO",2004,59,Male,238,27833
"SCO",2004,60,Male,237,28663
"SCO",2004,61,Male,236,27423
"SCO",2004,62,Male,235,25412
"SCO",2004,63,Male,234,23702
"SCO",2004,64,Male,233,24477
"SCO",2004,65,Male,232,24168
"SCO",2004,66,Male,231,23810
"SCO",2004,67,Male,230,22644
"SCO",2004,68,Male,229,22083
"SCO",2004,69,Male,228,21288
"SCO",2004,70,Male,227,20081
"SCO",2004,71,Male,226,19204
"SCO",2004,72,Male,225,18845
"SCO",2004,73,Male,224,17962
"SCO",2004,74,Male,223,16774
"SCO",2004,75,Male,222,15784
"SCO",2004,76,Male,221,14261
"SCO",2004,77,Male,220,13467
"SCO",2004,78,Male,219,12842
"SCO",2004,79,Male,218,11489
"SCO",2004,80,Male,217,10556
"SCO",2004,81,Male,216,8934
"SCO",2004,82,Male,215,8566
"SCO",2004,83,Male,214,8199
"SCO",2004,84,Male,213,7299
"SCO",2004,85,Male,212,4321
"SCO",2004,86,Male,211,3494
"SCO",2004,87,Male,210,3233
"SCO",2004,88,Male,209,2727
"SCO",2004,89,Male,208,2431
"SCO",2004,90 & over,Male,207,6037
"SCO",2005,16,Male,1300,32158
"SCO",2005,17,Male,1400,33176
"SCO",2005,18,Male,1500,32475
"SCO",2005,19,Male,1600,33818
"SCO",2005,20,Male,1700,33988
"SCO",2005,21,Male,1650,32769
"SCO",2005,22,Male,1600,32725
"SCO",2005,23,Male,1550,32763
"SCO",2005,24,Male,1500,33947
"SCO",2005,25,Male,1450,33124
"SCO",2005,26,Male,1400,31345
"SCO",2005,27,Male,1350,28581
"SCO",2005,28,Male,1300,27777
"SCO",2005,29,Male,1250,29356
"SCO",2005,30,Male,1200,29409
"SCO",2005,31,Male,1150,30127
"SCO",2005,32,Male,1100,32114
"SCO",2005,33,Male,1050,33911
"SCO",2005,34,Male,1000,35664
"SCO",2005,35,Male,950,35526
"SCO",2005,36,Male,900,37133
"SCO",2005,37,Male,850,37811
"SCO",2005,38,Male,800,39120
"SCO",2005,39,Male,750,38441
"SCO",2005,40,Male,700,40014
"SCO",2005,41,Male,650,39521
"SCO",2005,42,Male,600,39515
"SCO",2005,43,Male,550,39432
"SCO",2005,44,Male,500,38475
"SCO",2005,45,Male,450,37569
"SCO",2005,46,Male,400,37049
"SCO",2005,47,Male,350,36245
"SCO",2005,48,Male,349,35565
"SCO",2005,49,Male,348,35003
"SCO",2005,50,Male,347,33482
"SCO",2005,51,Male,346,33344
"SCO",2005,52,Male,345,32786
"SCO",2005,53,Male,344,31638
"SCO",2005,54,Male,343,32309
"SCO",2005,55,Male,342,32788
"SCO",2005,56,Male,341,33806
"SCO",2005,57,Male,340,34912
"SCO",2005,58,Male,339,37734
"SCO",2005,59,Male,338,29115
"SCO",2005,60,Male,337,27600
"SCO",2005,61,Male,336,28418
"SCO",2005,62,Male,335,27097
"SCO",2005,63,Male,334,25055
"SCO",2005,64,Male,333,23339
"SCO",2005,65,Male,332,24097
"SCO",2005,66,Male,331,23756
"SCO",2005,67,Male,330,23297
"SCO",2005,68,Male,329,22102
"SCO",2005,69,Male,328,21546
"SCO",2005,70,Male,327,20740
"SCO",2005,71,Male,326,19448
"SCO",2005,72,Male,325,18532
"SCO",2005,73,Male,324,18155
"SCO",2005,74,Male,323,17179
"SCO",2005,75,Male,322,15951
"SCO",2005,76,Male,321,14994
"SCO",2005,77,Male,320,13404
"SCO",2005,78,Male,319,12619
"SCO",2005,79,Male,318,11896
"SCO",2005,80,Male,317,10571
"SCO",2005,81,Male,316,9661
"SCO",2005,82,Male,315,8075
"SCO",2005,83,Male,314,7710
"SCO",2005,84,Male,313,7260
"SCO",2005,85,Male,312,6437
"SCO",2005,86,Male,311,3743
"SCO",2005,87,Male,310,2994
"SCO",2005,88,Male,309,2686
"SCO",2005,89,Male,308,2239
"SCO",2005,90 & over,Male,307,6408
"SCO",2006,16,Male,1400,32205
"SCO",2006,17,Male,1500,32348
"SCO",2006,18,Male,1600,33483
"SCO",2006,19,Male,1700,33916
"SCO",2006,20,Male,1800,34624
"SCO",2006,21,Male,1750,34481
"SCO",2006,22,Male,1700,32629
"SCO",2006,23,Male,1650,32804
"SCO",2006,24,Male,1600,33009
"SCO",2006,25,Male,1550,33948
"SCO",2006,26,Male,1500,32933
"SCO",2006,27,Male,1450,31526
"SCO",2006,28,Male,1400,28690
"SCO",2006,29,Male,1350,27972
"SCO",2006,30,Male,1300,29603
"SCO",2006,31,Male,1250,29653
"SCO",2006,32,Male,1200,30444
"SCO",2006,33,Male,1150,32272
"SCO",2006,34,Male,1100,34177
"SCO",2006,35,Male,1050,35903
"SCO",2006,36,Male,1000,35701
"SCO",2006,37,Male,950,37328
"SCO",2006,38,Male,900,38084
"SCO",2006,39,Male,850,39369
"SCO",2006,40,Male,800,38622
"SCO",2006,41,Male,750,40206
"SCO",2006,42,Male,700,39635
"SCO",2006,43,Male,650,39696
"SCO",2006,44,Male,600,39537
"SCO",2006,45,Male,550,38498
"SCO",2006,46,Male,500,37505
"SCO",2006,47,Male,450,37056
"SCO",2006,48,Male,449,36238
"SCO",2006,49,Male,448,35607
"SCO",2006,50,Male,447,34878
"SCO",2006,51,Male,446,33401
"SCO",2006,52,Male,445,33218
"SCO",2006,53,Male,444,32688
"SCO",2006,54,Male,443,31532
"SCO",2006,55,Male,442,32183
"SCO",2006,56,Male,441,32649
"SCO",2006,57,Male,440,33624
"SCO",2006,58,Male,439,34687
"SCO",2006,59,Male,438,37504
"SCO",2006,60,Male,437,28922
"SCO",2006,61,Male,436,27344
"SCO",2006,62,Male,435,28129
"SCO",2006,63,Male,434,26748
"SCO",2006,64,Male,433,24659
"SCO",2006,65,Male,432,22965
"SCO",2006,66,Male,431,23641
"SCO",2006,67,Male,430,23311
"SCO",2006,68,Male,429,22742
"SCO",2006,69,Male,428,21558
"SCO",2006,70,Male,427,20962
"SCO",2006,71,Male,426,20109
"SCO",2006,72,Male,425,18782
"SCO",2006,73,Male,424,17858
"SCO",2006,74,Male,423,17475
"SCO",2006,75,Male,422,16387
"SCO",2006,76,Male,421,15156
"SCO",2006,77,Male,420,14115
"SCO",2006,78,Male,419,12524
"SCO",2006,79,Male,418,11805
"SCO",2006,80,Male,417,11005
"SCO",2006,81,Male,416,9713
"SCO",2006,82,Male,415,8777
"SCO",2006,83,Male,414,7250
"SCO",2006,84,Male,413,6873
"SCO",2006,85,Male,412,6420
"SCO",2006,86,Male,411,5651
"SCO",2006,87,Male,410,3199
"SCO",2006,88,Male,409,2477
"SCO",2006,89,Male,408,2229
"SCO",2006,90 & over,Male,407,6616
"SCO",2007,16,Male,1500,33039
"SCO",2007,17,Male,1600,32877
"SCO",2007,18,Male,1700,32913
"SCO",2007,19,Male,1800,35111
"SCO",2007,20,Male,1900,34631
"SCO",2007,21,Male,1850,34279
"SCO",2007,22,Male,1800,34147
"SCO",2007,23,Male,1750,33060
"SCO",2007,24,Male,1700,33074
"SCO",2007,25,Male,1650,33460
"SCO",2007,26,Male,1600,34110
"SCO",2007,27,Male,1550,33309
"SCO",2007,28,Male,1500,31853
"SCO",2007,29,Male,1450,29076
"SCO",2007,30,Male,1400,28516
"SCO",2007,31,Male,1350,30128
"SCO",2007,32,Male,1300,30109
"SCO",2007,33,Male,1250,30881
"SCO",2007,34,Male,1200,32728
"SCO",2007,35,Male,1150,34555
"SCO",2007,36,Male,1100,36299
"SCO",2007,37,Male,1050,35931
"SCO",2007,38,Male,1000,37613
"SCO",2007,39,Male,950,38428
"SCO",2007,40,Male,900,39599
"SCO",2007,41,Male,850,38795
"SCO",2007,42,Male,800,40444
"SCO",2007,43,Male,750,39802
"SCO",2007,44,Male,700,39808
"SCO",2007,45,Male,650,39684
"SCO",2007,46,Male,600,38539
"SCO",2007,47,Male,550,37545
"SCO",2007,48,Male,549,37151
"SCO",2007,49,Male,548,36285
"SCO",2007,50,Male,547,35624
"SCO",2007,51,Male,546,34878
"SCO",2007,52,Male,545,33401
"SCO",2007,53,Male,544,33164
"SCO",2007,54,Male,543,32577
"SCO",2007,55,Male,542,31434
"SCO",2007,56,Male,541,32092
"SCO",2007,57,Male,540,32495
"SCO",2007,58,Male,539,33458
"SCO",2007,59,Male,538,34483
"SCO",2007,60,Male,537,37278
"SCO",2007,61,Male,536,28743
"SCO",2007,62,Male,535,27007
"SCO",2007,63,Male,534,27752
"SCO",2007,64,Male,533,26444
"SCO",2007,65,Male,532,24331
"SCO",2007,66,Male,531,22551
"SCO",2007,67,Male,530,23205
"SCO",2007,68,Male,529,22865
"SCO",2007,69,Male,528,22258
"SCO",2007,70,Male,527,21005
"SCO",2007,71,Male,526,20329
"SCO",2007,72,Male,525,19487
"SCO",2007,73,Male,524,18144
"SCO",2007,74,Male,523,17208
"SCO",2007,75,Male,522,16729
"SCO",2007,76,Male,521,15628
"SCO",2007,77,Male,520,14289
"SCO",2007,78,Male,519,13302
"SCO",2007,79,Male,518,11714
"SCO",2007,80,Male,517,10938
"SCO",2007,81,Male,516,10087
"SCO",2007,82,Male,515,8876
"SCO",2007,83,Male,514,7930
"SCO",2007,84,Male,513,6510
"SCO",2007,85,Male,512,6038
"SCO",2007,86,Male,511,5596
"SCO",2007,87,Male,510,4820
"SCO",2007,88,Male,509,2707
"SCO",2007,89,Male,508,2073
"SCO",2007,90 & over,Male,507,6698
"SCO",2008,16,Male,1600,33012
"SCO",2008,17,Male,1700,32932
"SCO",2008,18,Male,1800,33433
"SCO",2008,19,Male,1900,34784
"SCO",2008,20,Male,2000,36169
"SCO",2008,21,Male,1950,34125
"SCO",2008,22,Male,1900,34654
"SCO",2008,23,Male,1850,34321
"SCO",2008,24,Male,1800,33004
"SCO",2008,25,Male,1750,33429
"SCO",2008,26,Male,1700,33596
"SCO",2008,27,Male,1650,34135
"SCO",2008,28,Male,1600,33272
"SCO",2008,29,Male,1550,32065
"SCO",2008,30,Male,1500,29403
"SCO",2008,31,Male,1450,28896
"SCO",2008,32,Male,1400,30469
"SCO",2008,33,Male,1350,30367
"SCO",2008,34,Male,1300,31229
"SCO",2008,35,Male,1250,33096
"SCO",2008,36,Male,1200,34939
"SCO",2008,37,Male,1150,36500
"SCO",2008,38,Male,1100,36220
"SCO",2008,39,Male,1050,37883
"SCO",2008,40,Male,1000,38626
"SCO",2008,41,Male,950,39650
"SCO",2008,42,Male,900,39037
"SCO",2008,43,Male,850,40624
"SCO",2008,44,Male,800,39914
"SCO",2008,45,Male,750,39981
"SCO",2008,46,Male,700,39682
"SCO",2008,47,Male,650,38616
"SCO",2008,48,Male,649,37582
"SCO",2008,49,Male,648,37159
"SCO",2008,50,Male,647,36270
"SCO",2008,51,Male,646,35597
"SCO",2008,52,Male,645,34763
"SCO",2008,53,Male,644,33309
"SCO",2008,54,Male,643,33065
"SCO",2008,55,Male,642,32468
"SCO",2008,56,Male,641,31318
"SCO",2008,57,Male,640,31921
"SCO",2008,58,Male,639,32237
"SCO",2008,59,Male,638,33224
"SCO",2008,60,Male,637,34222
"SCO",2008,61,Male,636,37010
"SCO",2008,62,Male,635,28481
"SCO",2008,63,Male,634,26690
"SCO",2008,64,Male,633,27380
"SCO",2008,65,Male,632,26065
"SCO",2008,66,Male,631,23918
"SCO",2008,67,Male,630,22124
"SCO",2008,68,Male,629,22748
"SCO",2008,69,Male,628,22349
"SCO",2008,70,Male,627,21718
"SCO",2008,71,Male,626,20385
"SCO",2008,72,Male,625,19676
"SCO",2008,73,Male,624,18792
"SCO",2008,74,Male,623,17470
"SCO",2008,75,Male,622,16454
"SCO",2008,76,Male,621,15944
"SCO",2008,77,Male,620,14847
"SCO",2008,78,Male,619,13422
"SCO",2008,79,Male,618,12428
"SCO",2008,80,Male,617,10943
"SCO",2008,81,Male,616,10070
"SCO",2008,82,Male,615,9206
"SCO",2008,83,Male,614,7985
"SCO",2008,84,Male,613,7114
"SCO",2008,85,Male,612,5755
"SCO",2008,86,Male,611,5267
"SCO",2008,87,Male,610,4851
"SCO",2008,88,Male,609,4094
"SCO",2008,89,Male,608,2271
"SCO",2008,90 & over,Male,607,6719
"SCO",2009,16,Male,1700,32428
"SCO",2009,17,Male,1800,34379
"SCO",2009,18,Male,1900,34940
"SCO",2009,19,Male,2000,34200
"SCO",2009,20,Male,2100,34306
"SCO",2009,21,Male,2050,35327
"SCO",2009,22,Male,2000,34565
"SCO",2009,23,Male,1950,34883
"SCO",2009,24,Male,1900,34261
"SCO",2009,25,Male,1850,33100
"SCO",2009,26,Male,1800,33400
